,Words,Unista,JYGA,MG_Tech,Sidel,Total
1942,compenser,0.0,3.0,0.0,0.0,3.0
1943,compense,0.0,1.0,0.0,0.0,1.0
1944,arbre,0.0,5.0,0.0,0.0,5.0
1945,compteur,0.0,2.0,0.0,1.0,3.0
1946,élever,0.0,3.0,1.0,15.0,19.0
1947,arbr,0.0,2.0,0.0,0.0,2.0
1948,représente,0.0,2.0,0.0,5.0,7.0
1949,tonne,0.0,2.0,2.0,3.0,7.0
1950,concret,0.0,2.0,0.0,1.0,3.0
1951,reboisement,0.0,1.0,0.0,0.0,1.0
1952,falleron,0.0,1.0,0.0,0.0,1.0
1953,département,0.0,1.0,1.0,0.0,2.0
1954,vender,0.0,1.0,0.0,0.0,1.0
1955,prochainement,0.0,2.0,2.0,0.0,4.0
1956,plantation,0.0,2.0,0.0,0.0,2.0
1957,avril,0.0,1.0,0.0,2.0,3.0
1958,contactjournée,0.0,1.0,0.0,0.0,1.0
1959,vendredi,0.0,1.0,0.0,0.0,1.0
1960,novembr,0.0,1.0,0.0,0.0,1.0
1961,plaisir,0.0,1.0,1.0,1.0,3.0
1962,journée,0.0,2.0,0.0,1.0,3.0
1963,orientibu,0.0,1.0,0.0,0.0,1.0
1964,collège,0.0,1.0,0.0,0.0,1.0
1965,jacques,0.0,1.0,0.0,0.0,1.0
1966,cathelineau,0.0,1.0,0.0,0.0,1.0
1967,élèves,0.0,1.0,0.0,0.0,1.0
1968,aiguiser,0.0,1.0,0.0,0.0,1.0
1969,curiosité,0.0,1.0,0.0,0.0,1.0
1970,souhaiton,0.0,1.0,1.0,2.0,4.0
1971,affiner,0.0,1.0,0.0,3.0,4.0
1972,contactbel,0.0,1.0,0.0,0.0,1.0
1973,rencontre,0.0,2.0,2.0,0.0,4.0
1974,bel,0.0,3.0,1.0,1.0,5.0
1975,hier,0.0,1.0,0.0,0.0,1.0
1976,mardi,0.0,1.0,0.0,0.0,1.0
1977,octobre,0.0,2.0,0.0,0.0,2.0
1978,vaubernier,0.0,1.0,0.0,0.0,1.0
1979,chaleureusement,0.0,1.0,0.0,0.0,1.0
1980,ouvrir,0.0,3.0,0.0,9.0,12.0
1981,familial,0.0,3.0,0.0,4.0,7.0
1982,récemment,0.0,2.0,0.0,6.0,8.0
1983,fromager,0.0,6.0,2.0,0.0,8.0
1984,accueil,0.0,1.0,0.0,4.0,5.0
1985,magazine,0.0,1.0,0.0,1.0,2.0
1986,paraîtr,0.0,1.0,0.0,0.0,1.0
1987,reviendron,0.0,1.0,0.0,0.0,1.0
1988,connecté,0.0,1.0,1.0,0.0,2.0
1989,contactretrouvez,0.0,1.0,0.0,0.0,1.0
1990,cfia,0.0,4.0,0.0,0.0,4.0
1991,renne,0.0,1.0,1.0,0.0,2.0
1992,renner,0.0,2.0,0.0,0.0,2.0
1993,heureux,0.0,1.0,0.0,0.0,1.0
1994,exposer,0.0,2.0,2.0,1.0,5.0
1995,stand,0.0,3.0,0.0,1.0,4.0
1996,présenton,0.0,1.0,0.0,1.0,2.0
1997,performer,0.0,3.0,6.0,1.0,10.0
1998,évolue,0.0,1.0,0.0,1.0,2.0
1999,opérateurs,0.0,1.0,2.0,0.0,3.0
2000,pendre,0.0,1.0,0.0,0.0,1.0
2001,badg,0.0,1.0,0.0,0.0,1.0
2002,invitation,0.0,2.0,0.0,0.0,2.0
2003,webinair,0.0,2.0,0.0,0.0,2.0
2004,jeudi,0.0,3.0,0.0,0.0,3.0
2005,septembre,0.0,5.0,0.0,4.0,9.0
2006,hles,0.0,1.0,0.0,0.0,1.0
2007,smith,0.0,3.0,0.0,1.0,4.0
2008,inviter,0.0,1.0,0.0,1.0,2.0
2009,webinaire,0.0,3.0,0.0,0.0,3.0
2010,vidéo,0.0,1.0,4.0,6.0,11.0
2011,christophe,0.0,1.0,0.0,0.0,1.0
2012,chatelier,0.0,1.0,0.0,0.0,1.0
2013,nicolas,0.0,1.0,0.0,0.0,1.0
2014,lelay,0.0,1.0,0.0,0.0,1.0
2015,ds,0.0,1.0,0.0,0.0,1.0
2016,réussir,0.0,1.0,0.0,6.0,7.0
2017,apprendre,0.0,2.0,1.0,1.0,4.0
2018,désirez,0.0,2.0,0.0,0.0,2.0
2019,inscrivez,0.0,2.0,0.0,111.0,113.0
2020,contactdeux,0.0,1.0,0.0,0.0,1.0
2021,événement,0.0,2.0,1.0,0.0,3.0
2022,incontournable,0.0,1.0,3.0,1.0,5.0
2023,pharmacosmetech,0.0,2.0,0.0,0.0,2.0
2024,salon,0.0,2.0,1.0,0.0,3.0
2025,chartre,0.0,1.0,0.0,0.0,1.0
2026,cliquez,0.0,1.0,2.0,7.0,10.0
2027,hall,0.0,1.0,0.0,0.0,1.0
2028,contactbilan,0.0,1.0,0.0,0.0,1.0
2029,agrémenter,0.0,1.0,0.0,0.0,1.0
2030,planter,0.0,2.0,0.0,0.0,2.0
2031,compens,0.0,1.0,0.0,0.0,1.0
2032,énergie,0.0,1.0,0.0,40.0,41.0
2033,hle,0.0,1.0,0.0,0.0,1.0
2034,cau,0.0,1.0,0.0,1.0,2.0
2035,réunissent,0.0,1.0,0.0,0.0,1.0
2036,contactclier,0.0,1.0,0.0,0.0,1.0
2037,exprimer,0.0,1.0,0.0,0.0,1.0
2038,portrait,0.0,1.0,0.0,0.0,1.0
2039,interview,0.0,1.0,0.0,0.0,1.0
2040,retour,0.0,2.0,0.0,2.0,4.0
2041,raconter,0.0,1.0,0.0,0.0,1.0
2042,raison,0.0,2.0,1.0,23.0,26.0
2043,gain,0.0,4.0,2.0,8.0,14.0
2044,résultat,0.0,3.0,2.0,17.0,22.0
2045,contacttout,0.0,1.0,0.0,0.0,1.0
2046,verre,0.0,7.0,2.0,17.0,26.0
2047,bouteille,0.0,7.0,0.0,216.0,223.0
2048,coiffe,0.0,20.0,3.0,0.0,23.0
2049,assurent,0.0,2.0,3.0,2.0,7.0
2050,contenance,0.0,6.0,0.0,3.0,9.0
2051,intégré,0.0,3.0,1.0,9.0,13.0
2052,visser,0.0,2.0,0.0,0.0,2.0
2053,anse,0.0,3.0,0.0,0.0,3.0
2054,pousseur,0.0,6.0,17.0,0.0,23.0
2055,adapton,0.0,1.0,0.0,0.0,1.0
2056,cloche,0.0,1.0,0.0,2.0,3.0
2057,tulipe,0.0,1.0,0.0,0.0,1.0
2058,garantissent,0.0,2.0,3.0,9.0,14.0
2059,hésiter,0.0,1.0,2.0,1.0,4.0
2060,trouveron,0.0,1.0,0.0,0.0,1.0
2061,boit,0.0,4.0,0.0,0.0,4.0
2062,échantillon,0.0,4.0,0.0,0.0,4.0
2063,liquide,0.0,7.0,0.0,28.0,35.0
2064,nourritur,0.0,1.0,0.0,0.0,1.0
2065,carrousel,0.0,1.0,0.0,18.0,19.0
2066,taquet,0.0,10.0,0.0,0.0,10.0
2067,séparer,0.0,3.0,1.0,3.0,7.0
2068,envisager,0.0,1.0,0.0,3.0,4.0
2069,constitution,0.0,1.0,0.0,0.0,1.0
2070,accumulation,0.0,11.0,1.0,27.0,39.0
2071,poussoir,0.0,2.0,0.0,0.0,2.0
2072,poch,0.0,7.0,0.0,0.0,7.0
2073,silicone,0.0,1.0,0.0,0.0,1.0
2074,aluminium,0.0,5.0,0.0,1.0,6.0
2075,chaud,0.0,3.0,1.0,48.0,52.0
2076,dangereux,0.0,1.0,0.0,0.0,1.0
2077,délicatesse,0.0,1.0,0.0,0.0,1.0
2078,étuyer,0.0,1.0,0.0,0.0,1.0
2079,silicon,0.0,1.0,0.0,0.0,1.0
2080,bag,0.0,1.0,0.0,0.0,1.0
2081,box,0.0,1.0,1.0,0.0,2.0
2082,debout,0.0,6.0,1.0,0.0,7.0
2083,coucher,0.0,4.0,0.0,0.0,4.0
2084,fourreau,0.0,9.0,4.0,0.0,13.0
2085,fenêtr,0.0,1.0,0.0,0.0,1.0
2086,pate,0.0,1.0,0.0,0.0,1.0
2087,coller,0.0,8.0,1.0,1.0,10.0
2088,encliqueter,0.0,1.0,0.0,0.0,1.0
2089,placer,0.0,2.0,1.0,5.0,8.0
2090,assortiment,0.0,2.0,0.0,0.0,2.0
2091,facing,0.0,6.0,0.0,0.0,6.0
2092,fenêtre,0.0,1.0,0.0,1.0,2.0
2093,biscuit,0.0,10.0,0.0,0.0,10.0
2094,surgeler,0.0,5.0,2.0,0.0,7.0
2095,crème,0.0,1.0,0.0,0.0,1.0
2096,médicament,0.0,1.0,0.0,0.0,1.0
2097,sirop,0.0,1.0,0.0,0.0,1.0
2098,thermoformée,0.0,2.0,1.0,0.0,3.0
2099,operculer,0.0,2.0,1.0,0.0,3.0
2100,couverclée,0.0,1.0,0.0,0.0,1.0
2101,operculeus,0.0,1.0,0.0,0.0,1.0
2102,barquettesvous,0.0,1.0,0.0,0.0,1.0
2103,répétitif,0.0,3.0,1.0,0.0,4.0
2104,cartonner,0.0,2.0,0.0,0.0,2.0
2105,fifo,0.0,3.0,0.0,1.0,4.0
2106,souffleur,0.0,1.0,0.0,38.0,39.0
2107,altérer,0.0,3.0,0.0,2.0,5.0
2108,goutte,0.0,1.0,0.0,2.0,3.0
2109,fer,0.0,1.0,0.0,0.0,1.0
2110,bandeau,0.0,1.0,0.0,0.0,1.0
2111,groupé,0.0,2.0,0.0,0.0,2.0
2112,laitier,0.0,10.0,2.0,44.0,56.0
2113,saler,0.0,2.0,8.0,0.0,10.0
2114,sucrer,0.0,3.0,7.0,0.0,10.0
2115,groupage,0.0,1.0,0.0,0.0,1.0
2116,accumuler,0.0,8.0,0.0,0.0,8.0
2117,dépression,0.0,3.0,0.0,0.0,3.0
2118,effectue,0.0,4.0,1.0,2.0,7.0
2119,double,0.0,3.0,2.0,9.0,14.0
2120,grouper,0.0,1.0,0.0,0.0,1.0
2121,compléter,0.0,1.0,11.0,4.0,16.0
2122,refermabl,0.0,1.0,0.0,1.0,2.0
2123,chapelet,0.0,1.0,0.0,0.0,1.0
2124,recherchez,0.0,1.0,2.0,0.0,3.0
2125,conditionner,0.0,3.0,3.0,20.0,26.0
2126,flowpackés,0.0,2.0,0.0,0.0,2.0
2127,mutliformat,0.0,1.0,0.0,0.0,1.0
2128,flowpacké,0.0,1.0,0.0,0.0,1.0
2129,enclayer,0.0,1.0,0.0,0.0,1.0
2130,stériliser,0.0,1.0,0.0,8.0,9.0
2131,adaptable,0.0,1.0,2.0,0.0,3.0
2132,travaille,0.0,3.0,1.0,8.0,12.0
2133,côter,0.0,1.0,0.0,60.0,61.0
2134,conner,0.0,3.0,0.0,0.0,3.0
2135,outil,0.0,15.0,5.0,11.0,31.0
2136,parler,0.0,1.0,0.0,1.0,2.0
2137,multicouche,0.0,1.0,0.0,0.0,1.0
2138,croquette,0.0,5.0,1.0,0.0,6.0
2139,évacuer,0.0,20.0,0.0,0.0,20.0
2140,sacs,0.0,2.0,0.0,0.0,2.0
2141,simplicité,0.0,3.0,1.0,24.0,28.0
2142,steak,0.0,1.0,0.0,0.0,1.0
2143,brioche,0.0,1.0,0.0,0.0,1.0
2144,beurr,0.0,4.0,0.0,1.0,5.0
2145,foie,0.0,2.0,0.0,0.0,2.0
2146,grer,0.0,2.0,0.0,0.0,2.0
2147,torchon,0.0,2.0,0.0,0.0,2.0
2148,cellophane,0.0,1.0,0.0,0.0,1.0
2149,entouré,0.0,1.0,0.0,0.0,1.0
2150,épous,0.0,1.0,0.0,0.0,1.0
2151,beurre,0.0,7.0,0.0,2.0,9.0
2152,feuill,0.0,3.0,0.0,0.0,3.0
2153,mou,0.0,3.0,0.0,0.0,3.0
2154,suremballage,0.0,1.0,0.0,7.0,8.0
2155,nécessiter,0.0,3.0,1.0,12.0,16.0
2156,attention,0.0,1.0,1.0,2.0,4.0
2157,respectant,0.0,1.0,0.0,2.0,3.0
2158,pression,0.0,2.0,0.0,31.0,33.0
2159,fromages,0.0,4.0,0.0,0.0,4.0
2160,viand,0.0,8.0,1.0,0.0,9.0
2161,poisson,0.0,2.0,1.0,0.0,3.0
2162,sach,0.0,1.0,0.0,0.0,1.0
2163,machiner,0.0,1.0,0.0,0.0,1.0
2164,standardiser,0.0,1.0,0.0,1.0,2.0
2165,aérien,0.0,4.0,1.0,0.0,5.0
2166,tenon,0.0,1.0,0.0,0.0,1.0
2167,alignement,0.0,1.0,0.0,3.0,4.0
2168,gerbage,0.0,1.0,0.0,0.0,1.0
2169,caisser,0.0,1.0,0.0,1.0,2.0
2170,panachée,0.0,3.0,0.0,0.0,3.0
2171,pourrez,0.0,1.0,0.0,0.0,1.0
2172,mixer,0.0,1.0,0.0,0.0,1.0
2173,distribuer,0.0,3.0,1.0,4.0,8.0
2174,entrée,0.0,1.0,0.0,3.0,4.0
2175,cadencer,0.0,4.0,0.0,0.0,4.0
2176,paramétrable,0.0,3.0,0.0,0.0,3.0
2177,décaissage,0.0,2.0,0.0,2.0,4.0
2178,réglages,0.0,1.0,1.0,0.0,2.0
2179,simplifiésautour,0.0,1.0,0.0,0.0,1.0
2180,automatiquement,0.0,8.0,1.0,7.0,16.0
2181,disponibilité,0.0,2.0,2.0,37.0,41.0
2182,particularité,0.0,1.0,1.0,0.0,2.0
2183,u,0.0,4.0,0.0,1.0,5.0
2184,croix,0.0,1.0,0.0,0.0,1.0
2185,renfort,0.0,2.0,0.0,0.0,2.0
2186,fondre,0.0,3.0,0.0,22.0,25.0
2187,renforcer,0.0,1.0,2.0,54.0,57.0
2188,accueill,0.0,1.0,1.0,0.0,2.0
2189,deuxième,0.0,2.0,0.0,4.0,6.0
2190,découp,0.0,22.0,2.0,2.0,26.0
2191,résister,0.0,1.0,1.0,4.0,6.0
2192,esthétiquesautour,0.0,1.0,0.0,0.0,1.0
2193,camembert,0.0,5.0,0.0,0.0,5.0
2194,conseiller,0.0,32.0,0.0,2.0,34.0
2195,assur,0.0,3.0,0.0,8.0,11.0
2196,acheminer,0.0,6.0,0.0,1.0,7.0
2197,contre,0.0,6.0,4.0,5.0,15.0
2198,butée,0.0,8.0,0.0,0.0,8.0
2199,escamotable,0.0,10.0,0.0,1.0,11.0
2200,équivalent,0.0,1.0,0.0,0.0,1.0
2201,tabl,0.0,6.0,0.0,6.0,12.0
2202,répèt,0.0,1.0,0.0,0.0,1.0
2203,encoller,0.0,9.0,0.0,0.0,9.0
2204,x,0.0,105.0,0.0,8.0,113.0
2205,millimètre,0.0,45.0,5.0,21.0,71.0
2206,pain,0.0,5.0,0.0,0.0,5.0
2207,briocher,0.0,1.0,0.0,0.0,1.0
2208,spécialiser,0.0,17.0,7.0,4.0,28.0
2209,fraich,0.0,1.0,0.0,0.0,1.0
2210,appel,0.0,17.0,1.0,14.0,32.0
2211,brioché,0.0,1.0,0.0,0.0,1.0
2212,sens,0.0,8.0,1.0,1.0,10.0
2213,longueur,0.0,9.0,0.0,7.0,16.0
2214,restituer,0.0,16.0,0.0,0.0,16.0
2215,guide,0.0,3.0,0.0,2.0,5.0
2216,polyarticulé,0.0,2.0,0.0,0.0,2.0
2217,positionne,0.0,3.0,1.0,1.0,5.0
2218,amènent,0.0,1.0,0.0,0.0,1.0
2219,gyrophare,0.0,1.0,0.0,0.0,1.0
2220,parallèle,0.0,7.0,3.0,3.0,13.0
2221,face,0.0,8.0,2.0,12.0,22.0
2222,introducteur,0.0,1.0,0.0,0.0,1.0
2223,attent,0.0,3.0,0.0,2.0,5.0
2224,successivement,0.0,2.0,0.0,0.0,2.0
2225,plier,0.0,6.0,0.0,0.0,6.0
2226,presser,0.0,9.0,0.0,0.0,9.0
2227,mal,0.0,4.0,0.0,0.0,4.0
2228,gravitaire,0.0,7.0,0.0,0.0,7.0
2229,étiqueter,0.0,2.0,0.0,10.0,12.0
2230,monodose,0.0,1.0,0.0,0.0,1.0
2231,maquillage,0.0,2.0,0.0,0.0,2.0
2232,manuellement,0.0,22.0,0.0,0.0,22.0
2233,z,0.0,1.0,0.0,2.0,3.0
2234,monodos,0.0,1.0,0.0,0.0,1.0
2235,arriver,0.0,21.0,0.0,8.0,29.0
2236,dépilé,0.0,1.0,0.0,0.0,1.0
2237,pist,0.0,1.0,0.0,0.0,1.0
2238,accumulé,0.0,3.0,0.0,0.0,3.0
2239,emmener,0.0,2.0,1.0,0.0,3.0
2240,incliner,0.0,4.0,0.0,1.0,5.0
2241,verticalemer,0.0,1.0,0.0,0.0,1.0
2242,èr,0.0,1.0,0.0,0.0,1.0
2243,terminer,0.0,5.0,0.0,6.0,11.0
2244,èm,0.0,1.0,0.0,0.0,1.0
2245,repositionn,0.0,1.0,0.0,0.0,1.0
2246,éjecte,0.0,1.0,0.0,0.0,1.0
2247,réception,0.0,3.0,0.0,4.0,7.0
2248,coton,0.0,5.0,0.0,0.0,5.0
2249,tige,0.0,3.0,0.0,0.0,3.0
2250,spécialisé,0.0,10.0,6.0,3.0,19.0
2251,contrôler,0.0,8.0,4.0,24.0,36.0
2252,chaîn,0.0,3.0,1.0,13.0,17.0
2253,devant,0.0,4.0,0.0,0.0,4.0
2254,moitié,0.0,1.0,0.0,1.0,2.0
2255,successif,0.0,2.0,0.0,1.0,3.0
2256,latéralement,0.0,6.0,0.0,0.0,6.0
2257,nourriture,0.0,2.0,0.0,0.0,2.0
2258,animal,0.0,11.0,1.0,0.0,12.0
2259,aliment,0.0,5.0,1.0,2.0,8.0
2260,compagnie,0.0,4.0,1.0,0.0,5.0
2261,barquetteus,0.0,1.0,0.0,0.0,1.0
2262,barquetteuse,0.0,1.0,0.0,0.0,1.0
2263,basculer,0.0,3.0,0.0,0.0,3.0
2264,évacué,0.0,2.0,0.0,0.0,2.0
2265,restauration,0.0,1.0,1.0,0.0,2.0
2266,chaîne,0.0,7.0,0.0,36.0,43.0
2267,boutiqu,0.0,1.0,0.0,0.0,1.0
2268,commerce,0.0,1.0,3.0,1.0,5.0
2269,souhaite,0.0,10.0,2.0,0.0,12.0
2270,investir,0.0,3.0,1.0,11.0,15.0
2271,empileur,0.0,2.0,4.0,0.0,6.0
2272,dissocier,0.0,2.0,0.0,0.0,2.0
2273,chercher,0.0,7.0,1.0,5.0,13.0
2274,démontrer,0.0,6.0,0.0,8.0,14.0
2275,scotcheus,0.0,5.0,0.0,0.0,5.0
2276,sérum,0.0,3.0,0.0,0.0,3.0
2277,microbiologie,0.0,2.0,0.0,0.0,2.0
2278,biopharmaceutiqu,0.0,2.0,0.0,0.0,2.0
2279,rfid,0.0,1.0,0.0,0.0,1.0
2280,rythm,0.0,1.0,0.0,0.0,1.0
2281,régulier,0.0,1.0,1.0,3.0,5.0
2282,environ,0.0,3.0,0.0,12.0,15.0
2283,reprise,0.0,2.0,1.0,1.0,4.0
2284,tapir,0.0,2.0,3.0,2.0,7.0
2285,retournement,0.0,3.0,0.0,0.0,3.0
2286,diluer,0.0,1.0,0.0,0.0,1.0
2287,éjecter,0.0,2.0,0.0,0.0,2.0
2288,étiquette,0.0,1.0,0.0,54.0,55.0
2289,diriger,0.0,1.0,0.0,0.0,1.0
2290,toilette,0.0,1.0,0.0,0.0,1.0
2291,sentir,0.0,2.0,0.0,0.0,2.0
2292,munir,0.0,5.0,0.0,0.0,5.0
2293,accumul,0.0,1.0,0.0,0.0,1.0
2294,fixe,0.0,1.0,1.0,3.0,5.0
2295,transfère,0.0,3.0,0.0,0.0,3.0
2296,fermeur,0.0,4.0,3.0,0.0,7.0
2297,scotche,0.0,1.0,0.0,0.0,1.0
2298,croquetter,0.0,1.0,0.0,0.0,1.0
2299,leader,0.0,12.0,0.0,9.0,21.0
2300,doypacks,0.0,2.0,1.0,0.0,3.0
2301,couchés,0.0,1.0,0.0,0.0,1.0
2302,bas,0.0,2.0,0.0,11.0,13.0
2303,perpendiculaire,0.0,2.0,0.0,0.0,2.0
2304,prépare,0.0,2.0,0.0,0.0,2.0
2305,avancer,0.0,2.0,1.0,0.0,3.0
2306,formé,0.0,1.0,2.0,0.0,3.0
2307,brider,0.0,2.0,0.0,0.0,2.0
2308,stopper,0.0,2.0,0.0,0.0,2.0
2309,isoler,0.0,1.0,0.0,0.0,1.0
2310,préalablement,0.0,4.0,0.0,1.0,5.0
2311,viande,0.0,6.0,0.0,0.0,6.0
2312,consommation,0.0,3.0,0.0,81.0,84.0
2313,détailler,0.0,2.0,1.0,2.0,5.0
2314,chant,0.0,4.0,0.0,0.0,4.0
2315,fanuc,0.0,1.0,1.0,0.0,2.0
2316,banc,0.0,4.0,0.0,0.0,4.0
2317,pliage,0.0,1.0,1.0,0.0,2.0
2318,jet,0.0,3.0,0.0,0.0,3.0
2319,encre,0.0,3.0,0.0,0.0,3.0
2320,trieur,0.0,3.0,0.0,0.0,3.0
2321,pondéral,0.0,3.0,0.0,1.0,4.0
2322,têt,0.0,1.0,0.0,4.0,5.0
2323,impression,0.0,1.0,0.0,0.0,1.0
2324,perpétuer,0.0,2.0,0.0,0.0,2.0
2325,recette,0.0,3.0,0.0,11.0,14.0
2326,modernisant,0.0,2.0,0.0,0.0,2.0
2327,rillette,0.0,4.0,0.0,0.0,4.0
2328,largeur,0.0,4.0,0.0,0.0,4.0
2329,desservir,0.0,1.0,0.0,0.0,1.0
2330,filial,0.0,3.0,1.0,3.0,7.0
2331,international,0.0,1.0,4.0,20.0,25.0
2332,bébé,0.0,1.0,1.0,0.0,2.0
2333,enfer,0.0,1.0,0.0,0.0,1.0
2334,dessert,0.0,2.0,2.0,0.0,4.0
2335,bio,0.0,3.0,0.0,10.0,13.0
2336,exponentiel,0.0,1.0,0.0,0.0,1.0
2337,regrouper,0.0,2.0,4.0,1.0,7.0
2338,jupe,0.0,1.0,0.0,0.0,1.0
2339,cavalier,0.0,1.0,1.0,0.0,2.0
2340,stickeuse,0.0,1.0,0.0,0.0,1.0
2341,manquant,0.0,2.0,0.0,0.0,2.0
2342,spécificiter,0.0,2.0,0.0,0.0,2.0
2343,couch,0.0,2.0,0.0,2.0,4.0
2344,générateur,0.0,1.0,0.0,0.0,1.0
2345,capteur,0.0,4.0,3.0,4.0,11.0
2346,repris,0.0,5.0,0.0,0.0,5.0
2347,marché,0.0,4.0,4.0,37.0,45.0
2348,cinq,0.0,1.0,0.0,17.0,18.0
2349,cher,0.0,1.0,2.0,1.0,4.0
2350,bascule,0.0,1.0,0.0,0.0,1.0
2351,approvisionner,0.0,1.0,0.0,0.0,1.0
2352,biscotte,0.0,2.0,0.0,0.0,2.0
2353,affirmer,0.0,5.0,1.0,0.0,6.0
2354,obliger,0.0,3.0,0.0,1.0,4.0
2355,coiffer,0.0,3.0,1.0,1.0,5.0
2356,isolé,0.0,1.0,0.0,0.0,1.0
2357,partiellement,0.0,1.0,0.0,2.0,3.0
2358,assiette,0.0,4.0,0.0,0.0,4.0
2359,refermer,0.0,1.0,0.0,0.0,1.0
2360,rationalité,0.0,1.0,0.0,0.0,1.0
2361,scotcheuse,0.0,2.0,0.0,0.0,2.0
2362,six,0.0,1.0,0.0,8.0,9.0
2363,croisillon,0.0,1.0,0.0,4.0,5.0
2364,couverclé,0.0,4.0,0.0,0.0,4.0
2365,transformation,0.0,6.0,5.0,11.0,22.0
2366,soutenir,0.0,1.0,4.0,6.0,11.0
2367,désir,0.0,1.0,0.0,0.0,1.0
2368,apéritif,0.0,2.0,0.0,0.0,2.0
2369,piste,0.0,2.0,2.0,0.0,4.0
2370,pilepour,0.0,1.0,0.0,0.0,1.0
2371,interchangeable,0.0,1.0,2.0,0.0,3.0
2372,cliquet,0.0,1.0,0.0,0.0,1.0
2373,vaste,0.0,1.0,0.0,5.0,6.0
2374,cultiver,0.0,1.0,0.0,1.0,2.0
2375,développemer,0.0,3.0,3.0,15.0,21.0
2376,retourner,0.0,4.0,0.0,0.0,4.0
2377,comporte,0.0,1.0,1.0,1.0,3.0
2378,gourde,0.0,7.0,1.0,0.0,8.0
2379,fraîche,0.0,1.0,0.0,0.0,1.0
2380,doseuse,0.0,3.0,0.0,0.0,3.0
2381,distinct,0.0,1.0,3.0,2.0,6.0
2382,programmer,0.0,1.0,0.0,0.0,1.0
2383,achemin,0.0,2.0,0.0,0.0,2.0
2384,rangée,0.0,1.0,0.0,0.0,1.0
2385,tronconicité,0.0,1.0,0.0,0.0,1.0
2386,pressage,0.0,1.0,0.0,0.0,1.0
2387,coll,0.0,1.0,5.0,10.0,16.0
2388,pâter,0.0,5.0,0.0,0.0,5.0
2389,cuite,0.0,1.0,0.0,0.0,1.0
2390,portion,0.0,3.0,0.0,0.0,3.0
2391,arrêt,0.0,11.0,4.0,21.0,36.0
2392,redémarrage,0.0,1.0,0.0,2.0,3.0
2393,éjecteur,0.0,1.0,0.0,0.0,1.0
2394,stockeur,0.0,1.0,0.0,0.0,1.0
2395,durée,0.0,2.0,0.0,20.0,22.0
2396,charge,0.0,3.0,13.0,42.0,58.0
2397,table,0.0,7.0,0.0,5.0,12.0
2398,alvéole,0.0,3.0,0.0,0.0,3.0
2399,dépasser,0.0,1.0,0.0,5.0,6.0
2400,réintégrer,0.0,1.0,0.0,0.0,1.0
2401,entrer,0.0,2.0,1.0,16.0,19.0
2402,surcadence,0.0,1.0,0.0,0.0,1.0
2403,commercialisation,0.0,1.0,0.0,6.0,7.0
2404,ingrédient,0.0,1.0,0.0,1.0,2.0
2405,spécialité,0.0,1.0,0.0,1.0,2.0
2406,cherche,0.0,2.0,0.0,1.0,3.0
2407,gms,0.0,3.0,2.0,0.0,5.0
2408,étiqueteu,0.0,1.0,0.0,0.0,1.0
2409,bac,0.0,12.0,1.0,0.0,13.0
2410,ts,0.0,1.0,0.0,0.0,1.0
2411,rehauss,0.0,1.0,0.0,0.0,1.0
2412,détecte,0.0,1.0,0.0,0.0,1.0
2413,occupation,0.0,1.0,0.0,0.0,1.0
2414,descenseur,0.0,1.0,0.0,0.0,1.0
2415,fourch,0.0,2.0,0.0,0.0,2.0
2416,accueillir,0.0,2.0,0.0,0.0,2.0
2417,colis,0.0,2.0,0.0,0.0,2.0
2418,mmà,0.0,1.0,0.0,0.0,1.0
2419,mondial,0.0,2.0,0.0,32.0,34.0
2420,cal,0.0,1.0,0.0,0.0,1.0
2421,élévateur,0.0,3.0,0.0,4.0,7.0
2422,munie,0.0,1.0,2.0,0.0,3.0
2423,falloir,0.0,2.0,2.0,7.0,11.0
2424,one,0.0,5.0,0.0,2.0,7.0
2425,puzzle,0.0,1.0,0.0,0.0,1.0
2426,brique,0.0,2.0,1.0,3.0,6.0
2427,semblent,0.0,1.0,0.0,1.0,2.0
2428,compatible,0.0,5.0,0.0,14.0,19.0
2429,accroitre,0.0,1.0,0.0,0.0,1.0
2430,évacu,0.0,1.0,0.0,0.0,1.0
2431,récupérer,0.0,1.0,2.0,4.0,7.0
2432,stockée,0.0,1.0,0.0,0.0,1.0
2433,contactdépalettiseur,0.0,2.0,0.0,0.0,2.0
2434,souhaitant,0.0,1.0,0.0,0.0,1.0
2435,déstocker,0.0,2.0,0.0,0.0,2.0
2436,quarantainele,0.0,1.0,0.0,0.0,1.0
2437,interrompr,0.0,1.0,0.0,2.0,3.0
2438,cycle,0.0,2.0,0.0,15.0,17.0
2439,fardeau,0.0,1.0,0.0,0.0,1.0
2440,simultané,0.0,1.0,1.0,0.0,2.0
2441,concerné,0.0,1.0,0.0,1.0,2.0
2442,physiquement,0.0,1.0,0.0,0.0,1.0
2443,pallier,0.0,1.0,0.0,0.0,1.0
2444,occup,0.0,1.0,0.0,0.0,1.0
2445,impose,0.0,1.0,1.0,2.0,4.0
2446,normal,0.0,3.0,0.0,2.0,5.0
2447,écluse,0.0,1.0,0.0,0.0,1.0
2448,fourche,0.0,3.0,0.0,0.0,3.0
2449,rétractable,0.0,1.0,0.0,0.0,1.0
2450,ilot,0.0,7.0,4.0,0.0,11.0
2451,contactrobot,0.0,1.0,0.0,0.0,1.0
2452,extrémiter,0.0,1.0,0.0,0.0,1.0
2453,pivoter,0.0,1.0,0.0,1.0,2.0
